,Alpaca 7B,BERT,Baichuan 2 7B Chat,ChatGLM2 6B,ChatGPT,Claude 1,Claude 2,Claude 3,Claude 3 Opus,Claude 3.5,Claude 3.5 Sonnet,Claude 4,Claude 4.5,DALL-E 3,DeepSeek,DeepSeek R1,DeepSeek V3,Falcon 7B,Falcon 7B Instruct,GLM 4 9B Chat,GPT-2,GPT-3.5,GPT-3.5 Turbo,GPT-4,GPT-4 Turbo,GPT-4o,GPT-4o Mini,GPT-5,Gemini,Gemini 1.5,Gemini 1.5 Pro,Gemini 2,Gemini Pro,Gemma,Gemma 2,Gemma 3,Gemma 4B,Gemma 7B,Gemma 7B IT,Grok 2,Guanaco 7B,InstructBLIP,LLaVA,LLaVA 1.5,LLaVA 7B,Llama,Llama 2,Llama 2 13B,Llama 2 70B,Llama 2 7B,Llama 3,Llama 3 70B,Llama 3 8B,Llama 3.1,Llama 3.2,Llama 3.3,Llama 4,Llama 7B,Llama Guard,Llama Guard 2 8B,Llama Guard 3 8B,Mistral,Mistral 7B,Mixtral,Mixtral 8x7B,Mixtral 8x7B 8X7B,Mixtral 8x7B Instruct,PaLM 2,Phi,Qwen 2,Qwen 2.5,Qwen 3 8B,Qwen 7B,Qwen Max,Stable Diffusion,Vicuna,o1,o3,o3-mini,o4-mini
GPT-2,0.4472135954999579,0.22360679774997896,0.3162277660168379,0.4472135954999579,0.36514837167011077,0.3380617018914066,0.43852900965351466,0.3078745359035395,0.39036002917941326,0.28577380332470415,0.35000000000000003,0.30237157840738177,0.10767638041163309,0.0,0.22630095274240716,0.33806170189140666,0.4338609156373123,0.0,0.0,0.4472135954999579,0.9999999999999999,0.4435628112000315,0.45781711453359747,0.37052413631667813,0.35355339059327373,0.39713844051774133,0.38924947208076144,0.36896402776085446,0.3442651863295481,0.47809144373375745,0.3913118960624632,0.23125495459461323,0.18650096164806274,0.15811388300841897,0.3133397807202561,0.3380617018914066,0.18257418583505539,0.16903085094570333,0.4242640687119285,0.0,0.12909944487358052,0.0,0.0,0.0,0.0,0.22360679774997896,0.5620026641711934,0.34914862437758776,0.07559289460184546,0.3108947062827684,0.5234239225902138,0.48989794855663554,0.4459508722394517,0.40023689667460155,0.11298653657320643,0.3803194146278324,0.35082320772281167,0.0,0.22360679774997896,0.0,0.0,0.35540932665545544,0.4302822993603817,0.22360679774997896,0.0,0.39999999999999997,0.4472135954999579,0.0,0.11547005383792516,0.2034190510862431,0.2692395956009394,0.0,0.19999999999999998,0.1690308509457033,0.0,0.35742156822273885,0.12060453783110543,0.15118578920369088,0.1690308509457033,0.05679618342470647
GPT-3.5,0.18033392693348646,0.22541740866685805,0.12751534261266764,0.2705008904002297,0.22086305214969312,0.23855936180684892,0.4067135170216009,0.6331496751596574,0.15740835629358807,0.6255620778780734,0.3427530813818426,0.5943989439169761,0.6404347822087388,0.012625900317976169,0.6738709042282581,0.4771187236136979,0.3498992134725563,0.39918616395854073,0.42769946138415077,0.2705008904002297,0.4435628112000315,0.9999999999999999,0.5061878281152724,0.6702687498691277,0.21384973069207536,0.7260969153052348,0.4473375288806105,0.7108409110674259,0.24293696293783162,0.6145024332076469,0.3381261130002871,0.6627481641240434,0.1880111155457363,0.28690952087850224,0.5264616439283265,0.40895890595459816,0.29448406953292416,0.443038814784148,0.1710797845536603,0.0,0.4685212856658181,0.031659734530017664,0.0308139342843518,0.10874544956540737,0.031659734530017664,0.09016696346674323,0.37992402279240267,0.36957457414391826,0.1981329813056588,0.5788906094984192,0.6437479354436926,0.378629678715676,0.6137496826082818,0.6269423254031902,0.44041883270146426,0.6901181537983844,0.8664766232199322,0.19127301391900148,0.3606678538669729,0.27263927063639876,0.4164633650362828,0.6090882093150158,0.7325832929220573,0.2705008904002297,0.06375767130633384,0.6048583789091339,0.09016696346674323,0.46852128566581813,0.5005417119681977,0.34177699299794245,0.7199764909473755,0.5889681390658483,0.20161945963637795,0.10223972648864954,0.07808688094430302,0.45880201328213277,0.37690143708164003,0.6706039367268448,0.5452785412727975,0.5611095747633983
GPT-3.5 Turbo,0.6604581866838264,0.6274352773496351,0.747223139990887,0.06604581866838263,0.5257803049912433,0.8112966240423922,0.8872565729007161,0.6365494333290984,0.5837013579532969,0.40998089342044847,0.7605671418864604,0.5302795942188109,0.22660299335952602,0.11097917341759385,0.3830536707421637,0.7530496869316565,0.4324985256178573,0.1775269343841744,0.31328282538383717,0.627435277349635,0.45781711453359747,0.5061878281152724,0.9999999999999997,0.8154813987148944,0.8406422481132962,0.7031403868334177,0.859408322135167,0.36931902652065524,0.5783288296701056,0.6486921663759764,0.7636547783531742,0.4391024351644864,0.6472607434862079,0.4319883778072316,0.7558240214644034,0.5866298666152683,0.35052020332749556,0.22466675742712403,0.6265656507676743,0.0,0.5910393533991187,0.03478535273004804,0.03385605056370319,0.13939494513310247,0.03478535273004804,0.24767182000643487,0.7713950894729776,0.7637813131885794,0.5860984988734227,0.8021418682007925,0.8116582303677876,0.783787002127328,0.8790789629255101,0.7536290612449863,0.40603047541092274,0.48677797442543524,0.4986770519223003,0.30355940062129777,0.676969641350922,0.38692608223560243,0.13346049915463973,0.8529282827824524,0.8243244672043019,0.6109238226825394,0.2451825928095098,0.17721952820655384,0.577900913348348,0.22878942712223954,0.60111673610481,0.44561593267970423,0.5765503787919722,0.24266783307288153,0.23629270427540514,0.3494816226644151,0.22878942712223949,0.8436813380824706,0.3250549975962193,0.2958401946694419,0.19970378437966577,0.2180835113266198
GPT-4,0.3912442126067874,0.4717944916728906,0.43938757456028044,0.13808619268474848,0.39461416470148514,0.5567112005113767,0.6815367490361995,0.695540298856883,0.3867052630259606,0.7038063632084149,0.7204635983935411,0.7002247996006616,0.48208509906586117,0.15791013215482785,0.5473539386025728,0.6668936256125867,0.4074716561288096,0.2183334411523432,0.2692779107545566,0.4372729435017035,0.37052413631667813,0.6702687498691277,0.8154813987148944,0.9999999999999998,0.6258891979700505,0.9247929638350326,0.8493327995650771,0.5865031111976504,0.6643675043159172,0.7688559864142545,0.796872403618236,0.7403978904843849,0.6334451542547183,0.37429311906986856,0.6109580787675201,0.5219167504794157,0.5731300963521571,0.22616392520774684,0.40027797544596255,0.09205746178983233,0.4584135779779828,0.4175122987640298,0.41487873644383744,0.5134928280293662,0.4175122987640298,0.3912442126067873,0.6822096098989471,0.6580698229278292,0.4784869463937854,0.6841996124994119,0.7649902764450611,0.6344761841460933,0.7373736724191183,0.7478246493404301,0.6182727871511494,0.6393480193372842,0.6273748881856407,0.32547227745205953,0.529330405291536,0.40013617536755197,0.34547110224427696,0.847434953606887,0.8242136174360808,0.48330167439661964,0.2603778219616477,0.339647124956955,0.3912442126067874,0.42519520276218703,0.6387954877276787,0.511201360803887,0.811641977168191,0.441592041451662,0.3087701135972318,0.3392458878116202,0.5182066533664154,0.7700752187062677,0.41893961452258577,0.5640699774560886,0.4088347878755423,0.46472954621029955
GPT-4 Turbo,0.7905694150420948,0.4743416490252569,0.6708203932499368,0.0,0.5809475019311126,0.8366600265340753,0.8682431421244592,0.6422155076715593,0.7590721152765896,0.3031088913245535,0.8838834764831843,0.37416573867739406,0.01903467469067202,0.044280744277004756,0.28926500380143183,0.6772962119561564,0.3834824944236852,0.0,0.049999999999999996,0.7115124735378853,0.35355339059327373,0.21384973069207536,0.8406422481132962,0.6258891979700505,0.9999999999999998,0.5520651840258015,0.8257228238447704,0.2174141383696681,0.6390096504226938,0.5493502655735357,0.8300978857941994,0.3212038236330749,0.6593804733957869,0.2795084971874737,0.7016214985821966,0.6573757351339163,0.3227486121839514,0.0,0.7999999999999999,0.15811388300841894,0.4107919181288744,0.05551749076482039,0.05403432269582991,0.14301938838683884,0.05551749076482039,0.23717082451262841,0.8064799043160181,0.6943650748294135,0.42761798705987897,0.5625209026216605,0.7032215496877249,0.6928203230275508,0.7197861524530447,0.712968063601477,0.3595209578716326,0.29880715233359834,0.24806946917841685,0.33541019662496835,0.5533985905294664,0.179284291400159,0.09128709291752767,0.7120516440958823,0.608511063404532,0.6324555320336758,0.22360679774997896,0.0,0.5533985905294663,0.0,0.4490731195102493,0.43151697133684563,0.4108224682288036,0.0,0.14142135623730948,0.41833001326703767,0.1825741858350553,0.753993390320676,0.3837612894400987,0.13363062095621217,0.11952286093343933,0.08032193289024986
GPT-4o,0.42383180770441947,0.36328440660378813,0.3567789825123188,0.1210948022012627,0.3790150525342261,0.4348105644324902,0.6135066519867246,0.8016943765664134,0.43601336220592185,0.8567154156791636,0.7085310813782433,0.822161758024106,0.6778816996271944,0.08478331990086968,0.6929004910799164,0.6458589670517693,0.37691247877019096,0.18508543741905484,0.1595564115681507,0.37337564012056007,0.39713844051774133,0.7260969153052348,0.7031403868334177,0.9247929638350326,0.5520651840258015,1.0000000000000002,0.7746862998488399,0.7900028282679622,0.559312933186908,0.7983106982277385,0.7139547713116113,0.8960386274326816,0.42925019934801223,0.32110108426108697,0.620625156409449,0.6102604413087582,0.6509171554392144,0.1830781323926275,0.440375695928096,0.1210948022012627,0.3204397013049994,0.38503519246121026,0.38279560481027747,0.4503079651413329,0.38503519246121026,0.29264577198638486,0.6594334547738473,0.5948213457195658,0.34114595768635103,0.5752497490400859,0.6401505347054477,0.6227307752678651,0.7017667768125461,0.8218409423553443,0.5965842887840367,0.7780820626686669,0.7322498749518973,0.15698275230542028,0.5852915439727697,0.350899753752536,0.4427894054396356,0.7966234528135533,0.8090986806362216,0.3834668736373319,0.17125391160591305,0.4242160614621328,0.36328440660378813,0.47774646376381735,0.6123031431993131,0.49572935623629827,0.910016952233479,0.5685225788013392,0.28882795674017553,0.3280149872034575,0.40783234711545374,0.6403693199081756,0.4354245279418923,0.6925262941032926,0.6026321857923989,0.6484834967386164
GPT-4o Mini,0.6963106238227913,0.6092717958449424,0.6154574548966636,0.0,0.39086797998528583,0.6908492797077573,0.8193464903987027,0.6411440030364578,0.6457765999379483,0.4846768161998428,0.8466176017756564,0.6326266278117372,0.23052135826937487,0.07312724241271305,0.3625140508976931,0.6798834181250947,0.40109031437471154,0.11009637651263605,0.13762047064079505,0.5222329678670935,0.38924947208076144,0.4473375288806105,0.859408322135167,0.8493327995650771,0.8257228238447704,0.7746862998488399,0.9999999999999999,0.36702646883579915,0.586272058901207,0.7443873683187766,0.9030278402701826,0.552954623808084,0.580763206912502,0.43082021842766455,0.6911482839544804,0.6908492797077573,0.4264014327112209,0.1315903389919538,0.6881023532039753,0.08703882797784891,0.4020151261036847,0.23430385837408438,0.23052309652485795,0.4723774929733302,0.23430385837408438,0.17407765595569782,0.8814710566504921,0.7135060680126757,0.4707919090691997,0.6442301074435898,0.7334729479536553,0.6833148556260077,0.7886848607167564,0.7340200034763187,0.46911946360911205,0.43589299791084685,0.39260352664937825,0.18463723646899907,0.5222329678670935,0.296078262731896,0.25125945381480297,0.8185287822415217,0.7629970525267462,0.565752381856018,0.27695585470349865,0.19462473604038072,0.47871355387816905,0.3015113445777636,0.5618332187193683,0.4420925668762335,0.6481137383147972,0.2842676218074806,0.15569978883230456,0.3947710169758613,0.4522670168666454,0.779106477749482,0.3168804555987886,0.33838168464348733,0.19738550848793068,0.21002490193555637
GPT-5,0.18333969940564224,0.09166984970282112,0.12964074471043285,0.18333969940564224,0.11227217828476796,0.13859178573504738,0.32360285938347877,0.807784027107369,0.28005601680560194,0.8786687791935093,0.4304580323876636,0.7592566023652965,0.8938959977561877,0.038509039453410415,0.8135596457380457,0.43887398816098344,0.28903165583058554,0.0,0.0,0.13750477455423168,0.36896402776085446,0.7108409110674259,0.36931902652065524,0.5865031111976504,0.2174141383696681,0.7900028282679622,0.36702646883579915,0.9999999999999999,0.21170244960998522,0.5389955533050278,0.34376193638557917,0.8667912074857855,0.09557242498741926,0.06482037235521644,0.37823387038698625,0.5197191965064277,0.4865127725673279,0.0692958928675237,0.23190841426097933,0.18333969940564224,0.0529256124024963,0.11802058809766558,0.11747825711302465,0.1105579985645564,0.11802058809766558,0.09166984970282112,0.3388215140276705,0.2952200229401418,0.0929701962079955,0.26240612460043344,0.3218743311754516,0.4853598970783193,0.4014135949395741,0.687878585583619,0.3473997301399945,0.8488746876271654,0.8269850850911125,0.0,0.5041841733655162,0.38112741077138035,0.5821817364274594,0.49782069660457146,0.5291956341540272,0.09166984970282112,0.12964074471043288,0.5739440431835514,0.22917462425705282,0.4763305116224668,0.33136674783180564,0.16678736091571392,0.7000255519232725,0.6736330697086078,0.2459760185072363,0.20788767860257107,0.1058512248049926,0.2442142618890051,0.4697088804686773,0.8212367331706268,0.8661986608440463,0.8265878613586127
Gemini,0.38490017945975047,0.19245008972987523,0.2721655269759086,0.0,0.4714045207910317,0.5091750772173155,0.5661385170722979,0.4107131273172015,0.3359684204526464,0.4216370213557839,0.6024640760767093,0.1951800145897066,0.04633653645712772,0.21558722225451818,0.1423310820755733,0.4606822127204283,0.3267320196065356,0.0,0.0,0.6735753140545634,0.3442651863295481,0.24293696293783162,0.5783288296701056,0.6643675043159172,0.6390096504226938,0.559312933186908,0.586272058901207,0.21170244960998522,0.9999999999999998,0.6429306248420495,0.6735753140545633,0.39806515016572863,0.7624437362098715,0.13608276348795434,0.3895376983120954,0.2909571869813231,0.628539361054709,0.07273929674533079,0.3651483716701107,0.0,0.2777777777777777,0.6081636405595373,0.6083584691892877,0.34815531191139565,0.6081636405595373,0.5773502691896257,0.5548264797092158,0.5070925528371099,0.2602400194529422,0.3777537317199084,0.6081636405595373,0.3513641844631532,0.45056355688958294,0.4968303959482276,0.5510455234364906,0.25458753860865774,0.26419797463373895,0.40824829046386296,0.28867513459481287,0.0,0.0,0.5098127419345817,0.4114755998989117,0.48112522432468807,0.0,0.08606629658238703,0.19245008972987523,0.0,0.3975231959999626,0.5398153350899705,0.47564512662199143,0.0,0.3442651863295481,0.21821789023599233,0.38888888888888873,0.6562549481728026,0.28544961285922504,0.16265001215808883,0.07273929674533078,0.02444118583689221
Gemini 1.5,0.5345224838248488,0.46770717334674267,0.472455591261534,0.1336306209562122,0.38188130791298674,0.5050762722761054,0.5765566601970551,0.5611701914311257,0.4665694748158435,0.6831300510639733,0.5677335894338371,0.5421047417431508,0.37000643495047747,0.03742405942825599,0.45253614335096043,0.5724197752462529,0.3241018617760822,0.08451542547285167,0.16903085094570333,0.33407655239053047,0.47809144373375745,0.6145024332076469,0.6486921663759764,0.7688559864142545,0.5493502655735357,0.7983106982277385,0.7443873683187766,0.5389955533050278,0.6429306248420495,1.0,0.6180416219224815,0.7008778636610129,0.39009474880274697,0.2834733547569204,0.5617690055391233,0.6060915267313265,0.6546536707079773,0.10101525445522108,0.50709255283711,0.0,0.3471825374147067,0.46920843531739087,0.4680902117094816,0.36262033381142117,0.46920843531739087,0.2672612419124244,0.7309912212165798,0.5477225575051661,0.2936400684442067,0.5628499336220167,0.6256112470898545,0.5367450401216933,0.6778537954392578,0.6255667707756811,0.5626864207579297,0.5050762722761053,0.5241424183609591,0.0944911182523068,0.4677071733467427,0.3030457633656632,0.3086066999241838,0.6371930928643099,0.7071428571428571,0.4008918628686366,0.1417366773784602,0.4780914437337575,0.33407655239053047,0.3086066999241838,0.5175491695067658,0.5774391401620893,0.7579304377577356,0.38188130791298674,0.4183300132670378,0.20203050891044214,0.3857583749052297,0.7333608307516195,0.30631873731649,0.4743416490252569,0.35355339059327373,0.27153769332085226
Gemini 1.5 Pro,0.625,0.4375,0.5303300858899106,0.0,0.408248290463863,0.6614378277661476,0.7599500236604632,0.6367962615099004,0.6546536707079772,0.43361369135825656,0.8385254915624214,0.5282214092053229,0.1805787796286538,0.10502100630210073,0.28220586725855207,0.5984437489312764,0.45475429694312436,0.03952847075210474,0.03952847075210474,0.625,0.3913118960624632,0.3381261130002871,0.7636547783531742,0.796872403618236,0.8300978857941994,0.7139547713116113,0.9030278402701826,0.34376193638557917,0.6735753140545633,0.6180416219224815,1.0,0.5124848182624755,0.7037361474426272,0.26516504294495535,0.5936054449231613,0.6141922686399942,0.4082482904638631,0.1417366773784602,0.6719840027857806,0.25,0.3247595264191644,0.2926028679903264,0.2883457094794068,0.5276448530110863,0.2926028679903264,0.24999999999999997,0.859344727484691,0.6831300510639732,0.40144827099604535,0.5060513824427721,0.731507169975816,0.5705443307345479,0.628654727904987,0.6970337457067831,0.452656657573254,0.3661530832276888,0.343203236491822,0.26516504294495524,0.4375,0.23622779563076698,0.21650635094610965,0.7947194142390263,0.668153104781061,0.5,0.3093592167691146,0.05590169943749474,0.5,0.14433756729740643,0.43571062644833447,0.47381127723681454,0.5386656129458061,0.10206207261596577,0.11180339887498948,0.472455591261534,0.5051814855409225,0.712636873160472,0.2865349415468778,0.253546276418555,0.1889822365046136,0.17462517462526192
Gemini 2,0.25855089930359126,0.20314713516710742,0.18282309417944959,0.03693584275765589,0.24126391460248123,0.23732741783183456,0.405648024863377,0.7679160203573437,0.24180185041992086,0.8935179130984113,0.524453200598498,0.7804121164654085,0.853738164445869,0.05172052500033574,0.7821227968085912,0.4700013568826528,0.2239564427367946,0.03504041712360818,0.0,0.20314713516710742,0.23125495459461323,0.6627481641240434,0.4391024351644864,0.7403978904843849,0.3212038236330749,0.8960386274326816,0.552954623808084,0.8667912074857855,0.39806515016572863,0.7008778636610129,0.5124848182624755,1.0000000000000004,0.2464529795301397,0.10447033953111406,0.42269136445170186,0.5584174537219636,0.6483967704941682,0.013960436343049092,0.25696305890646,0.03693584275765589,0.09596213441495241,0.35881011294799076,0.3565875471777479,0.3897801464540788,0.35881011294799076,0.18467921378827945,0.4832765630995398,0.335224932266991,0.08740615704412577,0.29302127289736724,0.41068627385613393,0.3843812909178071,0.42116080296639374,0.6585769843461987,0.4261465958036198,0.7713141079534623,0.7605900466188317,0.07835275464833552,0.5540376413648384,0.36297134491927635,0.5544478877308363,0.631103073396965,0.5705738101353035,0.16621129240945154,0.06529396220694628,0.4955463312741712,0.16621129240945154,0.5544478877308363,0.44822929881941637,0.38361356481548203,0.8098870187103562,0.7087127491447887,0.2312549545946132,0.1396043634304909,0.3625236189009313,0.4044215953098727,0.41337552577911385,0.8553316796460877,0.7259426898385527,0.8255907829103202
Gemini Pro,0.20851441405707474,0.20851441405707474,0.2948839123097942,0.0,0.4256282653793743,0.5516772843673703,0.613395615082148,0.38757755483748774,0.18200630207731602,0.19034674690672024,0.606128125356204,0.14098147537004824,0.025102185616940248,0.029197858123689184,0.1136297758301239,0.4728662437434603,0.20228869496966942,0.0,0.0659380473395787,0.6255432421712243,0.18650096164806274,0.1880111155457363,0.6472607434862079,0.6334451542547183,0.6593804733957869,0.42925019934801223,0.580763206912502,0.09557242498741926,0.7624437362098715,0.39009474880274697,0.7037361474426272,0.2464529795301397,0.9999999999999997,0.07372097807744857,0.3084236772531935,0.1576220812478201,0.2553769592276246,0.15762208124782012,0.19781414201873607,0.0,0.3611575592573075,0.268452428509859,0.2672188295909778,0.2514778453847726,0.268452428509859,0.5212860351426869,0.4470010414976947,0.4883741565338877,0.42294442611014477,0.40928584724490574,0.683333454388732,0.41876284319478446,0.38873059351949507,0.46652853823030943,0.3687617101732727,0.23643312187173013,0.24535824603285916,0.5897678246195884,0.20851441405707474,0.1576220812478201,0.0,0.6076049943327182,0.40124031305425395,0.5212860351426869,0.2211629342323457,0.0,0.20851441405707474,0.0,0.3499482363378076,0.553260292741344,0.29731644173670824,0.0,0.18650096164806274,0.07881104062391005,0.3009646327144229,0.5721604181076537,0.3936250899808732,0.1762268442125603,0.0,0.026481357066618794
Gemma,0.3535533905932738,0.3535533905932738,0.25,0.0,0.14433756729740646,0.2672612419124244,0.41602514716892186,0.21905657258005595,0.3086066999241839,0.12909944487358058,0.2371708245126285,0.3585685828003181,0.0,0.0,0.08257228238447704,0.4008918628686366,0.17149858514250885,0.1118033988749895,0.0,0.1767766952966369,0.15811388300841897,0.28690952087850224,0.4319883778072316,0.37429311906986856,0.2795084971874737,0.32110108426108697,0.43082021842766455,0.06482037235521644,0.13608276348795434,0.2834733547569204,0.26516504294495535,0.10447033953111406,0.07372097807744857,1.0000000000000002,0.5229577884350213,0.2672612419124244,0.14433756729740646,0.4008918628686366,0.33541019662496846,0.0,0.10206207261596574,0.0,0.0,0.10660035817780522,0.0,0.1767766952966369,0.3397604427680559,0.5865557254410011,0.5976143046671969,0.5783149319662402,0.16552117772047362,0.3227486121839514,0.5978108559978417,0.36509428763342666,0.4168439339227896,0.10022296571715915,0.06933752452815364,0.0,0.1767766952966369,0.0,0.0,0.3278050340535929,0.45355736761107274,0.7071067811865476,0.0,0.0,0.1767766952966369,0.2041241452319315,0.7302967433402217,0.24122532033850386,0.4032996434533987,0.2886751345948129,0.0,0.2672612419124244,0.0,0.30140433078749745,0.0,0.0,0.0,0.0
Gemma 2,0.7006490497453707,0.5060243137049899,0.6055300708194983,0.0,0.47673129462279623,0.7061878636037996,0.7633810206905741,0.627050707200877,0.6795295885835008,0.4264014327112209,0.6266795614405123,0.5395203898670105,0.25304470070199,0.021802331338924282,0.38181818181818183,0.7552286874651746,0.37762745602468056,0.3938927711338647,0.19694638556693236,0.5060243137049899,0.3133397807202561,0.5264616439283265,0.7558240214644034,0.6109580787675201,0.7016214985821966,0.620625156409449,0.6911482839544804,0.37823387038698625,0.3895376983120954,0.5617690055391233,0.5936054449231613,0.42269136445170186,0.3084236772531935,0.5229577884350213,1.0,0.7061878636037996,0.38138503569823695,0.44136741475237473,0.7139306476801298,0.1556997888323046,0.42699324622671986,0.0,0.0,0.02347262634065101,0.0,0.0778498944161523,0.6560505959914564,0.7825292916895138,0.4737252203710337,0.7290258337406672,0.6013683028032308,0.5969620057957092,0.8100530348957493,0.8065908669549746,0.5376037927265842,0.44872353833158096,0.42749337158672146,0.2201927530252721,0.6227991553292184,0.2942449431682498,0.2696799449852968,0.7011799882083787,0.7698316001832431,0.5449492609130661,0.1926686588971131,0.3133397807202561,0.5060243137049899,0.22473328748774735,0.653274579918488,0.3304999748383718,0.6388929896001015,0.31782086308186414,0.24370871833797697,0.41194292043554975,0.04494665749754946,0.7134457807257676,0.19944827481096158,0.2631806779839076,0.23539595453459985,0.23728671546726626
Gemma 3,0.7559289460184544,0.5669467095138407,0.5345224838248487,0.0,0.3086066999241838,0.5714285714285713,0.667124384994991,0.7545842744301872,0.8247860988423225,0.5865557254410011,0.6761234037828133,0.7027642214999338,0.36401260415463205,0.052925612402496304,0.47079190906919965,0.5714285714285715,0.4583492485141056,0.0,0.0,0.3779644730092272,0.3380617018914066,0.40895890595459816,0.5866298666152683,0.5219167504794157,0.6573757351339163,0.6102604413087582,0.6908492797077573,0.5197191965064277,0.2909571869813231,0.6060915267313265,0.6141922686399942,0.5584174537219636,0.1576220812478201,0.2672612419124244,0.7061878636037996,0.9999999999999998,0.46291004988627577,0.0,0.8366600265340755,0.3779644730092272,0.2182178902359923,0.0,0.0,0.0,0.0,0.0,0.6426185696611795,0.5901688908506538,0.25555062599997597,0.41731515072125075,0.4423739552038088,0.5520524474738833,0.6063130109436274,0.7415742007331152,0.44562490985546127,0.49999999999999994,0.44474958999666064,0.0,0.5669467095138407,0.4285714285714285,0.6546536707079771,0.6508140266182865,0.6060915267313265,0.3779644730092272,0.4008918628686366,0.3380617018914066,0.5669467095138407,0.4364357804719847,0.3903600291794133,0.20057388927143846,0.5149792926227011,0.46291004988627577,0.0,0.5714285714285713,0.0,0.5538066583778418,0.30578831486257524,0.44721359549995787,0.4285714285714285,0.3360107525161235
Gemma 4B,0.4082482904638631,0.20412414523193154,0.2886751345948129,0.0,0.1666666666666667,0.3086066999241838,0.4003203845127179,0.44967954185547415,0.35634832254989923,0.7826237921249265,0.45643546458763856,0.41403933560541256,0.3931785497463924,0.0,0.3654939925441437,0.3086066999241839,0.09901475429766744,0.0,0.0,0.20412414523193154,0.18257418583505539,0.29448406953292416,0.35052020332749556,0.5731300963521571,0.3227486121839514,0.6509171554392144,0.4264014327112209,0.4865127725673279,0.628539361054709,0.6546536707079773,0.4082482904638631,0.6483967704941682,0.2553769592276246,0.14433756729740646,0.38138503569823695,0.46291004988627577,1.0000000000000002,0.0,0.3872983346207417,0.0,0.1178511301977579,0.7645095721079946,0.7673381170566714,0.2461829819586655,0.7645095721079946,0.4082482904638631,0.36214298417007423,0.4382504900892777,0.06900655593423544,0.26711222531767115,0.23890924128374832,0.29814239699997197,0.38939577897263383,0.4496795418554742,0.5500913313380233,0.3857583749052298,0.40032038451271784,0.0,0.4082482904638631,0.1543033499620919,0.23570226039551587,0.37851664930511264,0.39279220242478635,0.20412414523193154,0.0,0.18257418583505539,0.20412414523193154,0.23570226039551587,0.316227766016838,0.3094922302950865,0.6338562626601717,0.3333333333333334,0.36514837167011077,0.1543033499620919,0.2357022603955158,0.5546755904543197,0.11009637651263605,0.3450327796711772,0.3086066999241838,0.36293309315564887
Gemma 7B,0.0,0.0,0.0,0.0,0.0,0.0,0.14824986333222026,0.07806044218243319,0.0,0.03450327796711772,0.04225771273642583,0.06388765649999399,0.04550157551932901,0.0,0.04413674147523748,0.19047619047619047,0.18333969940564226,0.4780914437337575,0.3585685828003181,0.18898223650461363,0.16903085094570333,0.443038814784148,0.22466675742712403,0.22616392520774684,0.0,0.1830781323926275,0.1315903389919538,0.0692958928675237,0.07273929674533079,0.10101525445522108,0.1417366773784602,0.013960436343049092,0.15762208124782012,0.4008918628686366,0.44136741475237473,0.0,0.0,1.0000000000000002,0.0,0.0,0.32732683535398854,0.0,0.0,0.0,0.0,0.0,0.08381981343406689,0.40574111245982464,0.255550625999976,0.4791396174947694,0.3096617686426662,0.06900655593423542,0.3605104389394542,0.29923169503266056,0.38196420844753826,0.10714285714285714,0.22237479499833035,0.0,0.0,0.0,0.0,0.25031308716087947,0.4848732213850612,0.18898223650461363,0.1336306209562122,0.16903085094570333,0.0,0.0,0.43915503282684,0.2005738892714385,0.40719292905050797,0.15430334996209194,0.16903085094570333,0.0,0.0,0.231591875321643,0.0,0.0,0.0,0.0
Gemma 7B IT,0.9486832980505138,0.4743416490252569,0.6708203932499368,0.0,0.3872983346207417,0.7171371656006361,0.7442084075352507,0.5442504302301351,0.9660917830792959,0.3175426480542942,0.7071067811865477,0.42761798705987897,0.0,0.04428074427700476,0.18463723646899907,0.5179323973782373,0.3834824944236852,0.0,0.0,0.4743416490252569,0.4242640687119285,0.1710797845536603,0.6265656507676743,0.40027797544596255,0.7999999999999999,0.440375695928096,0.6881023532039753,0.23190841426097933,0.3651483716701107,0.50709255283711,0.6719840027857806,0.25696305890646,0.19781414201873607,0.33541019662496846,0.7139306476801298,0.8366600265340755,0.3872983346207417,0.0,1.0,0.31622776601683794,0.273861278752583,0.0,0.0,0.0,0.0,0.0,0.7714155606501044,0.648074069840786,0.2672612419124244,0.45260302509788775,0.4441399261185632,0.5773502691896257,0.6718004089561751,0.6313304990669568,0.3195741847747845,0.2390457218668787,0.18605210188381266,0.0,0.4743416490252569,0.11952286093343936,0.18257418583505536,0.5445100807792042,0.5578018081208209,0.4743416490252569,0.223606797749979,0.0,0.6324555320336759,0.0,0.28577380332470415,0.21575848566842284,0.3306619866231834,0.0,0.0,0.5976143046671968,0.0,0.6318380365815721,0.08528028654224416,0.0,0.11952286093343936,0.0
